,English,Tamil
1475,Pongal treat given by Hotstar... Dhanush fans are happy...!!!,வெளிநாட்டில் வேலை பார்ப்பவர்களின் மனைவிகள்தான் குறி.. உல்லாசம் + வசூல்.. 2 பேர் அதிரடி கைது 
1476,The target is the wives of those who work abroad.. Fun + collection.. 2 arrested,மால்களில் பார்க்கிங் கட்டணம் எதுக்கு.. அது உங்க கடமை... குட்டு வைத்த கேரள உயர்நீதிமன்றம் 
1477,"'First company at the age of 9, millionaire at the age of 10..' Pixie Curtis, the cute girl who is mixing Australia"," '9 வயதில் முதல் நிறுவனம், 10 வயதில் கோடீஸ்வரி..' ஆஸ்திரேலியாவை கலக்கும் க்யூட் சிறுமி பிக்ஸி கர்டிஸ்"
1478,Full curfew today in Tamil Nadu.. What is the ban? Permission for what?,மொத்தமா தூக்குங்க.. நேரடியாக களமிறங்கி.. கண்டிப்புடன் சொன்ன இறையன்பு ஐஏஎஸ்.. அடுத்து நடந்த சம்பவம்! 
1479,The person who complained against former minister Rajendra Balaji was suddenly arrested.. What is the reason? Miscellaneous information, பஞ்சாப் தேர்தலை தள்ளி வைங்க.. வலுக்கும் குரல்கள்.. பாஜகவுடன் கரம் கோர்த்த அம்ரீந்தரின் கட்சி 
1480,Are you going to buy electric vehicles? Sweet announcement released by the central government.. Good news!,தமிழகத்தில் இன்று முழு ஊரடங்கு.. எதற்கெல்லாம் தடை? எதற்கு அனுமதி
1481,Corona in Vandalur Park 70 people- Jan. Closure till 31.. 5 year old lion also died causing excitement, முன்னாள் அமைச்சர் ராஜேந்திர பாலாஜி மீது புகார் கொடுத்தவர் திடீர் கைது.. என்ன காரணம்? பரபர தகவல்
1482,"""Silence is better than language; Silence is the best action"" .. Poet Vairamuthu Tweet!"," ""அதே பிளான்.."" 2ஆம் அலைக்கு கைகொடுத்தது இப்போது உதவுமா? சென்னைக்கு ககன்தீப் சிங் பேடி அதிரடி ஆக்ஷன்"
1483,Where did DTV Dhinakaran go! Not to be seen.. AAMUK executives preparing to change course!,வண்டலூர் பூங்காவில் 70 பேருக்கு கொரோனா- ஜன. 31 வரை மூடல்.. 5 வயது சிங்கமும் உயிரிழந்ததால் பரபரப்பு
1484,My 2454 Streets! Corona cases are actively spreading in Chennai! - Vigilant Corporation,குடும்ப ஆட்சியை வேரறுப்போம்.. தமிழகத்தில் விரைவில் பொற்கால ஆட்சி.. ஓ.பி.எஸ்-இ.பி.எஸ் சூளுரை! 
1485,We are close.. the corona epidemic is over! American scientist said good news.. Background!,நெருங்கிவிட்டோம்.. கொரோனா பெருந்தொற்று முடிகிறது! அமெரிக்க சைன்டிஸ்ட் சொன்ன குட்நியூஸ்.. பின்னணி! 
1486,"""Same plan.."" Will helping 2nd wave help now? Gagandeep Singh Bedi Action for Chennai",குட்நியூஸ்.. தமிழ்நாட்டில் அதிகரிக்கும் கொரோனாவிற்கு இடையே ஒரே நம்பிக்கை.. இதை நோட் பண்ணீங்களா! 
1487,Good news.. The only hope among the increasing corona in Tamil Nadu.. Do you note this!,''மொழியினும் சிறந்தது மெளனம்; மெளனத்தினும் சிறந்தது செயல்'' .. கவிஞர் வைரமுத்து ட்வீட்! 
1488,Amrinder's party joins hands with BJP to postpone Punjab elections,அடித்து பிடித்து வாங்கும் மக்கள்.. சர்ர்ரென அதிகரித்த டோலோ மாத்திரை விற்பனை - என்ன காரணம்?! 
1489,Let's root out the family rule.. Soon golden rule in Tamil Nadu.. OPS-EPS Sulurai!,எங்கே தவறு நடந்தது?.. முக்கிய ரிப்போர்ட் கேட்கும் முதல்வர் ஸ்டாலின்.. யாருக்கு வைக்கப்படும் செக்? 
1490,People buying by beating.. Sales of Dolo pills increased dramatically - what is the reason?!,எங்கே போனார் டிடிவி தினகரன்! கண்டுகொள்வதேயில்லை.. பாதைமாறத் தயாராகும் அமமுக நிர்வாகிகள்! 
1491,Lift the whole thing.. Directly on the field.. Strictly said God's IAS.. What happened next!,"10, +2 பள்ளிகள் திறப்பு எப்போது? பள்ளிக்கல்வித் துறை வெளியிட்ட முக்கிய அறிவிப்பு.. முழு விபரம் "
1492,Where did it go wrong?.. Chief Minister Stalin asks for important report.. Who will get the check?,எலக்ட்ரிக் வாகனங்கள் வாங்க போறீங்களா? மத்திய அரசு வெளியிட்ட ஸ்வீட் அறிவிப்பு.. குட்நியூஸ்! 
1493,"When are 10, +2 schools opening? Important announcement issued by the Department of School Education.. Full details",முழு ஊரடங்கால் முடங்கிய தமிழகம்.. காணும் பொங்கலில் யாருமில்லாமல் காற்று வாங்கிய மெரினா கடற்கரை 
1494,The Tamil Nadu government should do this on the 2nd day! Cauvery Rights Recovery Committee's New Demand!,என்னது 2454 தெருக்களா! சென்னையில் தீவிரமாக பரவும் கொரோனா கேஸ்கள்! - விழிபிதுங்கும் மாநகராட்சி 
1495,BJP leader Annamalai visited Sabarimala Ayyappan Sannithanam with great devotion," கங்குலி, தோனியை விட பெஸ்ட்.. பெரும் கனவுகளை நிஜமாக்கிய கோலி.. திடீர் முடிவிற்கு என்னதான் காரணம்? "
1496,Prasar Bharatiya?..Hindi Prachar Bharatiya?..S.Venkatesan MP 'Naruk' question to Union Minister,சபரிமலை ஐயப்பன் சன்னிதானத்தில் பக்தி பெருக்கோடு தரிசனம் செய்த பாஜக தலைவர் அண்ணாமலை 
1497,"""This particular section is the worst affected."" said the Minister Palich. Why is it important",தை 2-ம் நாள் தமிழக அரசு இதை செய்ய வேண்டும்! காவிரி உரிமை மீட்புக் குழுவின் புதிய கோரிக்கை! 
1498,Ganguly is better than Dhoni.. Goalie who made big dreams come true.. What is the reason for the sudden end?, Pongal memes.. இதை மாடுனு நம்ப வைக்கறதுக்குள்ள.. நான் பட்ட அவஸ்தை இருக்கே.. கலக்கல் மீம்ஸ்
1499,Tamil Nadu paralysed by the entire lockdown.. Pongal saw the Marina beach with no one in sight,என்னங்க இது..புகை பிடிக்கும் போட்டியாம்.. மூச்சு முட்ட பீடி இழுக்கும் சிங்கபெண்கள்..குவியும் கண்டனம்
1500,Can't it be done then? Many mutated coronas are coming soon.. Experts warn!,அப்போ முடியவே முடியாதா? இனிதான் பல உருமாறிய கொரோனா வரப்போகிறதாம்.. எக்ஸ்பர்ட்ஸ் எச்சரிக்கை! 
1501,Drunk auto driver! The incident that took place while going on the flyover.. The passenger died,"""இந்த குறிப்பிட்ட பிரிவினருக்கு தான் தீவிர பாதிப்பு.."" பளிச் என கூறிய அமைச்சர் மா.சு.. ஏன் முக்கியம்"
1502,Pongal Memes,"பிரசார் பாரதியா?.. இந்தி பிரச்சார பாரதியா?.. மத்திய அமைச்சரிடம், சு.வெங்கடேசன் எம்.பி 'நறுக்' கேள்வி "
1503,'Super'.. Nilgiris tops the list of people who put the most wax.. Do you know which district is the 2nd?,மதுபோதையில் ஆட்டோ ஓட்டிய டிரைவர்! மேம்பாலத்தில் சென்ற போது நடந்த பரபர சம்பவம்.. பயணி பலி 
1504,Kodunkaiyur police urinate on law college student Police denial,'சூப்பர்'.. அதிக வேக்சின் போட்டவர்கள் பட்டியலில் நீலகிரி முதலிடம்.. 2-வது எந்த மாவட்டம் தெரியுமா? 
1505,Sasikala will come to MGR's residence at the right time.. Plan to meet the important VIP?,சரியாக நேரம் பார்த்து.. எம்ஜிஆர் இல்லத்திற்கு வரும் சசிகலா.. முக்கிய விஐபியை சந்திக்க பிளான்? 
1506,Slightly less corona virus in Tamil Nadu.. But double the death rate.. People should be careful..!,ஓவரா ரேட் போடுறாங்க.. தமிழ்நாடு அரசு முடிவை விமர்சிக்கும் வானதி சீனிவாசன்.. என்ன விஷயம் தெரியுமா? 
1507,They are over-rating.. Vanathi Srinivasan criticizes the decision of the Tamil Nadu government.. Do you know what the matter is?,தட்றோம்.. தூக்குறோம்.. ஆண்களை அசர வைத்த பெண்கள்.. இளவட்டக்கல் தூக்கி கலக்கல்! 
1508,The show 'teasing' the Prime Minister on Tamil channel! Central Minister Murugan that the action is confirmed!,சட்டக் கல்லூரி மாணவர் மீது கொடுங்கையூர் போலீசார் சிறுநீர் கழித்ததாக திடுக் புகார்! காவல்துறை மறுப்பு
1509,Twist! Protest to resume before UP elections? Farmers who held the check - who has a problem?,தமிழகத்தில் சற்றே குறைந்த கொரோனா பாதிப்பு.. ஆனால் இருமடங்கான இறப்பு.. கவனமாக இருக்கனும் மக்களே..! 
1510,Not only in India but the same situation all over the world.. Corona is rampant again.. What does the data say,தமிழகத்தில் எலான் மஸ்க் நிறுவனம்.. ரத்தின கம்பளம் விரிக்கும் டிஆர்பி ராஜா.. நடக்குமா? 
1511,What is this..Smoking competition..Singa girls pulling breathless beedis..Condemnation is piling up.,தமிழ் சேனலில் பிரதமரை 'கிண்டல் செய்யும்' நிகழ்ச்சி! நடவடிக்கை உறுதி என்ற மத்திய அமைச்சர் முருகன்! 
1512,Elon Musk's company in Tamil Nadu.. TRP Raja who will spread the gem carpet.. will it happen?,தப்பில்லாம இங்கிலீஷ்ல பேசவும் எழுதவும் செய்யணுமா?.. இந்த ரங்கோலியை பாருங்கள் போதும்! செம புதுமை 
1513,Let's kick.. Let's lift.. Women who make men wonder.. Lifting small stones and stirring!, இந்தியா மட்டுமின்றி உலகெங்கும் அதே நிலைதான்.. மீண்டும் தாண்டவமாடும் கொரோனா.. டேட்டா கூறுவது என்ன
1514,'YOU WILL DIE'.. CURSING POLICE VERB.. BACKGROUND OF ANOTHER PREACHER'S ARRESTS, 'நீங்கள் இறந்துவிடுவீர்கள்'.. போலீசை சாபமிட்டதால் வந்த வினை.. மற்றொரு சாமியார் கைதின் பின்னணி 
1515,Children are at less risk.. Closing schools is not justified.. World Bank Education Director says,இந்தியாவில் நேற்று ஒரே நாளில் 2.71 லட்சம் பேருக்கு கொரோனா பாதிப்பு
1516,Haridwar hate speech.. Another preacher arrested,156.76 கோடி டோஸ்கள்- கொரோனா தடுப்பூசி போட ஆரம்பிச்சு ஒரு ஆண்டு நிறைவு- பிரதமர் மோடி வாழ்த்து! 
1517,Violent speech against Muslims: Hindu preacher Yathi Narasinganand arrested in Haridwar, ட்விஸ்ட்! உபி தேர்தலுக்கு முன் மீண்டும் தொடங்கும் போராட்டம்? செக் வைத்த விவசாயிகள்- யாருக்கு சிக்கல்
1518,Corona virus: Is the covid pandemic disaster entering its endgame?,குழந்தைகளுக்கு ஆபத்து குறைவு.. பள்ளிகளை மூடுவது நியாயமில்லை.. உலக வங்கி கல்வி இயக்குனர் சொல்கிறார் 
1519,Is the king coming anyone? The Chief Minister reprimanded the police officer who stopped the traffic for him in the middle of the road,"தண்ணீரில் மிதந்த ""சடலம்.."" மீட்க சென்றபோது நீந்தி வந்த அதிசயம்?.. அநியாயம் பண்றீங்களேயா..!"
1520,"The ""corpse"" that floated in the water.. When he went to rescue it, it was a miracle that he swam?.. Is it unfair?",ஹரித்துவார் வெறுப்பு பேச்சு.. மேலும் ஒரு சாமியார் அதிரடி கைது
1521,156.76 Crore Doses- One Year Anniversary of Corona Vaccination- Prime Minister Modi Wishes!,முஸ்லிம்களுக்கு எதிரான வன்முறை பேச்சு: இந்து சாமியார் யதி நரசிங்கானந்த் ஹரித்துவாரில் கைது
1522,"In India yesterday, 2.71 lakh people were affected by corona virus",விராட் கோலி கிரிக்கெட் டெஸ்ட் கேப்டன் பதவியில் இருந்து விலக பட்டியலிட்ட காரணங்கள் - ரசிகர்கள் கவலை
1523,Do you want to speak and write in English? Just look at this rangoli! Sema innovation,யாராவது ராஜா வருகிறாரா? தமக்காக போக்குவரத்தை நிறுத்திய போலீஸ் அதிகாரியை நடுரோட்டில் கண்டித்த முதல்வர் 
1524,Controversial past of the man who received the heart of a pig in America,கொரோனா வைரஸ்: கோவிட் தொற்றுநோய் பேரிடர் அதன் இறுதி ஆட்டத்திற்குள் நுழைகிறதா?
1525,"Goa Election: Free electricity, drinking water- Rs 1,000 for women.. Aam Aadmi Party promises", ஷாக்.. நடுரோட்டில் வைத்து தள்ளுவண்டி பெண்ணுக்கு நேர்ந்த கொடூரம்.. மருத்துவர் செயலால் அதிர்ச்சி
1526,Shock.. The cruelty of the trolley woman in the middle of the road.. Shocked by the action of the doctor,"கோவா தேர்தல்: இலவச மின்சாரம், குடிநீர்- பெண்களுக்கு ரூ1,000.. ஆம் ஆத்மி அமர்க்கள வாக்குறுதி "
1527,Virat Kohli Lists Reasons to Step Down as Test Cricket Captain - Fans Worry,"உத்தரப்பிரதேச தேர்தல், இந்துத்துவத்துக்கு சமூக நீதி விடுக்கும் சவாலா?"
1528,Wearing hijab is not allowed.. Muslim students are banned from Karnataka college for 3 weeks.. Parapara,ஹிஜாப் அணிந்தால் அனுமதி இல்லை.. கர்நாடக கல்லூரியில் 3 வாரமாக தடுக்கப்படும் இஸ்லாமிய மாணவிகள்.. பரபர 
1529,Favorable situation for BJP .. Chaos in formation of mega alliance in Goa .. Opposition parties are stuck, பாஜகவிற்கு சாதகமாகும் சூழ்நிலை.. கோவாவில் மெகா கூட்டணி அமைவதில் குழப்பம்.. எதிர்கட்சிகள் திணறல் 
1530,Is the Uttar Pradesh election a social justice challenge for Hinduism?,அமெரிக்காவில் பன்றியை இதயத்தை பெற்ற நபரின் சர்ச்சைக்குரிய கடந்த காலம்
1531,"In our Trichy, such a job!! Who can apply... What is the eligibility? Full information!","ஏளனமாக சிரித்தபடி.. இசைக்கருவியை தீ வைத்து எரித்த தாலிபான்கள்.. தேம்பி, தேம்பி அழுத இசைக்கலைஞர் "
1532,"Laughing scornfully.. the Taliban set the musical instrument on fire.. the musician who cried Thembi, Thembi",நாளை உலக பொருளாதார மன்ற கூட்டம் தொடங்குகிறது.. பிரதமர் நரேந்திர மோடி உரையாற்றுகிறார்
1533,UP: We will conduct caste-wise census to establish social justice- Akhilesh Yadav assures," நம்ம திருச்சியில், இப்படியொரு வேலையா!! யார் யார் விண்ணப்பிக்கலாம்... என்ன தகுதி? முழு தகவல்!"
1534,Pongal gift package needle lying on the vellum.. Just like the public.. Where did the mistake happen?,5 ஆயிரம் எங்கே என போஸ்டர் ஒட்டிய பாஜக.. பதிலுக்கு திமுகவினர் செய்த சம்பவம்.. பரபர கன்னியாகுமரி 
1535,The meeting of the World Economic Forum will begin tomorrow.. Prime Minister Narendra Modi will address,பொங்கல் பரிசு தொகுப்பு வெல்லத்தில் கிடந்த ஊசி.. அப்படியே ஷாக்கான பொதுமக்கள்.. எங்கே தவறு நிகழ்ந்தது? 
1536,UP Election: Retaliation to Akhilesh- Mulayamsingh Yadav's daughter-in-law joins BJP,உ.பி. தேர்தல்: அகிலேஷுக்கு பதிலடி- முலாயம்சிங் யாதவ் மருமகள் பாஜகவில் இணைகிறார் 
1537,You said Pongal in the afternoon.. ok.. why not Pongal at night too?,பாஜகவை விட்டு விலகிய மாஜி அமைச்சர் தாராசிங் சவுகான் அகிலேஷ் கட்சியில் இணைந்தார்! 
1538,"In Punjab Congress, there is a fight - in anger of not getting a seat, the Chief Minister's brother contests as an independent!",உ.பி.: சமூக நீதியை நிலைநாட்ட ஜாதிவாரி மக்கள் தொகை கணக்கெடுப்பு நடத்துவோம்- அகிலேஷ் யாதவ் உறுதி 
1539,"Ex-minister Tarasingh Chauhan, who left BJP, joined Akhilesh's party!",பஞ்சாப் காங்.-ல் அக்கப்போர்- சீட் கிடைக்காத கோபத்தில் முதல்வரின் சகோதரர் சுயேட்சையாக போட்டி! 
1540,BJP put up a poster asking where is 5000., உ.பி. தேர்தல்: பாஜக மீது நிதிஷ்குமாரின் ஜேடியூ கடும் அதிருப்தி- தனித்து போட்டியிடுவதாக அறிவிப்பு! 
1541,Annalakshmi .. Yogadarshini .. Young Tamil women showed mass at Parapara Jallikattu field .. Sema,அன்னலட்சுமியும்.. யோகதர்ஷினியும்.. பரபர ஜல்லிக்கட்டு களத்தில் மாஸ் காட்டிய இளம் தமிழ்ப்பெண்கள்.. செம
1542,Elon Musk invited to set up an electric car factory in Maharashtra after Telangana!,காளையை அடக்கினால் ஜாக்பாட்! ஜல்லிக்கட்டில் வென்றால் அரசு வேலை?என்ன சொல்கிறார் அமைச்சர்-முக்கிய தகவல்
1543,"Taming the Bull Jackpot! If you win in Jallikattu, will the government work? What does the minister say - important information",மதியம் பொங்கல்னு சொன்னீங்க.. ஓகே.. அதுக்காக நைட்டும் பொங்கல்னா எப்புடி?
1544,UP Election: Nitishkumar's JDU is very dissatisfied with the BJP - announcement to contest alone!,இன்னைக்குதான் கறி சாப்பிடலை.. ஆனா எனக்கென்னமோ வருசக்கணக்கா சாப்பிடாத மாதிரி இருக்கு!
1545,AIADMK district secretary in land grabbing dispute! Hot complaint in Glu Glu Ooty!, தெலுங்கானாவை தொடர்ந்து மகாராஷ்டிரா... எலக்ட்ரிக் கார் தொழிற்சாலை அமைக்க எலான் மஸ்க்குக்கு அழைப்பு! 
1546,Bigg Boss Tamil 5: Kamal's messy outfit in the finale..is there so much behind this??, வருகிறது Franken வேரியண்ட்! ஒரே நேரத்தில் மக்களை தாக்கும் இரட்டை கொரோனா.. நிபுணர்கள் எச்சரிக்கை! 
1547,Franken Variant is coming! Double corona that attacks people at the same time.. Experts warn!,Bobcut Sengamalam: கட்டு கரும்புடன் போஸ்.. பாப்கட் செங்கமலம் பொங்கல் ஸ்பெஷல்.. செம அழகுடி செல்லம்! 
1548,I don't eat curry today.. but I feel like I haven't eaten it in years!,"'ஒன்இந்தியாதமிழ்' திருப்பாவை, திருவெம்பாவை பாடல் போட்டி: குவிந்த வீடியோக்கள்! 3 பேருக்கு முதல் பரிசு"
1549,Bobcut Sengamalam: Posing with Kattu Karumbu.. Bobcut Sengamalam Pongal Special.. Sema Kagudi Chelam!,நில அபகரிப்பு சர்ச்சையில் அதிமுக மாவட்டச் செயலாளர்! குளு குளு ஊட்டியில் அனல் பறக்கும் புகார்! 
1550,Bigg Boss Tamil 5: Kamal's gift for Priyanka.. Explanation is another level,நெஞ்சை பிடித்துக்கொண்டு சரிந்த பஸ் டிரைவர்.. 10 கிமீ பஸ் ஓட்டி உயிரை காத்த சிங்கப்பெண்.. செம சம்பவம் 
1551,"Bigg Boss Tamil 5: Raju's mother cried tears of joy...! Even at that moment, Raju's action!",பிக் பாஸ் கிராண்ட் பினாலே :உள்ளே கிடைத்த அறிவால் வெளியே தைரியம் அதிகமாயிடுச்சி...உறுகிய இசைவாணி 
1552,"Salary work..Children who grew up on her shoulder..Sangita, the lioness of our village who achieved in body building.",பிக் பாஸ் தமிழ் 5: பிரியங்காவுக்காக கமல் கொடுத்த கிப்ட்.. விளக்கம் வேற லெவல் 
1553,You can't give us work,பிக் பாஸ் தமிழ் 5: உள்ளே கிடைத்த அற்புதமான உறவு ராஜூ... பீலிங்கை கொட்டி பீல் பண்ண வைத்த அமீர் 
1554,"'OneIndian Tamil' Tirupavai, Thiruvembavai Song Contest: Accumulated Videos! First prize for 3 people",பிக் பாஸ் தமிழ் 5: இறுதிப்போட்டியில் கமலின் கலக்கலான உடை..இதற்குப் பின்னால் இவ்வளவு இருக்கா?? 
1555,Bigg Boss Tamil 5: Raju who won...Priyanka who was excited..another level of movement,பிக் பாஸ் தமிழ் 5:வெற்றிபெற்ற ராஜு...குதூகலமிட்ட பிரியங்கா..வேற லெவல் மூவ்மெண்ட் 
1556,Bigg Boss Grand Finale: Knowledge gained from within leads to greater courage outside...Urukiya Isaivani,பிக் பாஸ் தமிழ் 5:கண்கலங்கி அழுத ராஜுவின் தாய்...! அந்த நொடியிலும் ராஜுவின் செயல் !
1557,Is this what Obama will become overnight? A laborer became a millionaire in a single lottery in Kerala,உங்களால் எங்களுக்கு வேலை கிடக்கலை.. ஆத்திரத்தில் வடமாநில இளைஞரை கத்தியால் வெட்டிய 4 பேர் கைது 
1558,The bus driver collapsed holding his chest.. The lioness who drove the bus for 10 km to save her life..,உச்சம்.. மக்களுக்கு பறந்த வார்னிங்.. அடுத்த 3 வாரங்கள் மிக முக்கியம்- கொரோனாவால் பீதியாகும் கேரளா! 
1559,Bigg Boss Tamil 5: Amazing relationship inside Raju... Aamir made Peeling peel,இதான் ஓவர் நைட்ல ஒபாமா ஆகுறதா? கேரளாவில் ஒரே லாட்டரியில் கோடீஸ்வரர் ஆன கூலி தொழிலாளி 
1560,Did the astronaut float in the sky at a height of 320 feet.. The photo is going viral.. What happened?, கூலி வேலை..தோளுக்கு மேல் வளர்ந்த பிள்ளைகள்..பாடி பில்டிங்கில் சாதித்த நம்ம ஊர் சிங்கப்பெண் சங்கீதா
1561,Uchham.. A warning to the people.. The next 3 weeks are very important- Kerala panics due to Corona!,320 அடி உயரத்தில் வானில் மிதந்தாரா விண்வெளி வீரர்.. தீயாய் பரவும் போட்டோ.. நடந்தது என்ன? 
1562,Transit of Mars: What is the benefit of Mars joining Venus in Sagittarius?,கொரோனா சிகிச்சையில் 'கேம் சேஞ்சர்;.. 2 புதிய மருந்துகள் பரிந்துரை- WHO உத்தரவு இதனால் தான் முக்கியம்
1563,"Dhanush - Aishwarya: ""We met, lived, mutually separated""", பதற்றம்..'பாக். பயங்கரவாதியை உடனே ரிலீஸ் பண்ணுங்க..' பயங்கர ஆயுதங்களுடன் சர்ச்சில் புகுந்த மர்ம நபர்
1564,Not a day.. You have changed the history of the independence of the country., என்ன சொல்றீங்க..பூமியின் உட்புறம் வேகமாக குளிர்கிறதா? இன்ப அதிர்ச்சி தந்த புதிய ஆய்வு- ஏன் முக்கியம்
1565,Have we passed the peak! Change in Tamil Nadu for 2 days.. How many people have Corona today?,"தனுஷ் - ஐஸ்வர்யா: ""கூடினோம், வாழ்ந்தோம், பரஸ்பரம் பிரிகிறோம்"""
1566,"Tamilnadu government action.. Chennai, Tambaram including 11 municipal corporation mayor posts reserved for women!", செவ்வாய் பெயர்ச்சி : தனுசு ராசியில் சுக்கிரன் கூட்டணி சேர்ந்த செவ்வாயால் என்ன பலன் 
1567,Thaipusam: Do you know the benefits of visiting Palani Dandayuthapani in Andi Golam?,தைப்பூசம் : ஆண்டி கோலத்தில் பழநி தண்டாயுதபாணியை தரிசித்தால் என்னென்ன நன்மைகள் தெரியுமா 
1568,Unexpected twist.. 11 mayoral posts including Chennai reserved for women.. Brave decision!,அலங்கார ஊர்திகளுக்கு மறுப்பு- கூட்டாட்சிக் கொள்கைக்கு வேட்டு- தான்தோன்றித்தனம்...வைகோ கடும் கண்டனம் 
1569,What do you mean..is the interior of the earth cooling fast? A surprising new study—why it matters,பத்தே நாள்ல.. நாட்டு சுதந்திர வரலாற்றையே மாத்திட்டீங்களே.. உதயநிதி ஸ்டாலின் வைத்த குட்டு!
1570,Tension..'Pak. Release the terrorist immediately..' The mysterious person who entered the church with terrible weapons,பீக்கை கடந்துவிட்டோமா! தமிழ்நாட்டில் 2 நாட்களாக நடக்கும் மாற்றம்.. இன்று எத்தனை பேருக்கு கொரோனா? 
1571,'Game changer' in corona treatment;.. 2 new drugs recommended- WHO order is important because of this,ரூ.6230.45 கோடி நிவாரணம்.. 3 முறை கேட்டும் கொடுக்கவில்லை.. அமித் ஷாவிற்கு முதல்வர் ஸ்டாலின் கடிதம் 
1572,Why was Tamil Nadu's decorative vehicle rejected? What really happened? Description of Annamalai Parapara," தமிழ்நாடு அரசு அதிரடி.. சென்னை, தாம்பரம் உள்ளிட்ட 11 மாநகராட்சி மேயர் பதவி பெண்களுக்கு ஒதுக்கீடு! "
1573,Relief of Rs.6230.45 crores.. Not given despite asking 3 times.. Chief Minister Stalin's letter to Amit Shah,தமிழ்நாட்டின் அலங்கார ஊர்தி நிராகரிக்கப்பட்டது ஏன்? உண்மையில் நடந்தது என்ன? அண்ணாமலை பரபர விளக்கம் 
1574,Refusal of fancy cars- Pursuit of federalism- spontaneity...Vaiko strongly condemns,எல்டிடிஈ பிரபாகரன் உண்ணாவிரதமும் எம்ஜிஆரின் கோபமும்... கே.சி.பழனிசாமியின் அனுபவம்
1575,LTTE Prabhakaran's fast and MGR's anger...KC Palaniswami's experience,எதிர்பாராத ட்விஸ்ட்.. சென்னை உட்பட 11 மேயர் பதவிகள் பெண்களுக்கு ஒதுக்கீடு.. துணிச்சலான முடிவு! 
1576,"Sasikala said okay.. the ""leaders"" who are looking for.. important announcement today.. Dinakaran's sudden ban?",தேசம் காட்டும் நன்றிக் கடன் இதுதானா? தமிழக அலங்கார ஊர்திக்கு அனுமதி இல்லையா- டிடிவி தினகரன் கொதிப்பு 
1577,Former Chief Minister MGR's 105th birthday is today.. Tributes from Tamil Nadu Government..!,சரியும் R வேல்யூ.. குறைகிறதாம் கொரோனா.. சென்னை ஐஐடி கொடுத்த ஆறுதல் தகவல்.. அதென்ன R வேல்யூ ? 
1578,"The venerable ""Vathiyar"".. The town must say who is like him.. Unforgettable MGR!",முன்னாள் முதல்வர் எம்ஜிஆரின் 105வது பிறந்த நாள் இன்று.. தமிழக அரசு சார்பில் மரியாதை..!
1579,Exemption from NEET: Tamil Nadu MPs insist to Union Minister Amit Shah in person!,"வணக்கத்திற்குரிய ""வாத்தியார்"".. இவர் போல யார் என்று ஊர் சொல்ல வேண்டும்.. மறக்க முடியாத எம்ஜிஆர்!"
1580,Chennai Meteorological Center director Buviarasan sudden change! Appointment of Sentamarai Kannan.. Parapara background,தமிழ்நாட்டில் மற்றொரு லாக்டவுனா?.. அடங்க மறுக்கும் கொரோனா.. இந்த நாளிலும் முழு ஊரடங்கு போட வாய்ப்பு! 
1581,Another lockdown in Tamil Nadu?.. Corona that refuses to be contained.. There is a chance to impose a complete curfew on this day too!,"அப்போ எடப்பாடி, இப்போ ஸ்டாலின்! அய்யா 12th பாஸ் பண்ணி விடுங்க.. முதல்வரிடம் கோரிக்கை வைத்த மாணவர்கள்"
1582,The R value is falling.. Corona is decreasing.. The comforting information given by IIT Chennai.. What is the R value?,"டக்குனு ஓகே சொன்ன சசிகலா.. நாடிவரும் ""தலை""கள்.. இன்று முக்கிய அறிவிப்பு.. திடீரென தினகரன் போட்ட தடை?"
1583,Is this the nation's debt of gratitude? Tamilnadu decorative vehicles not allowed- DTV Dhinakaran Koippu,நீட் தேர்வில் இருந்து விலக்கு: மத்திய அமைச்சர் அமித்ஷாவிடம் தமிழக எம்.பிக்கள் நேரில் வலியுறுத்தல்! 
1584,Happy announcement released by Tamil Nadu government.. People flocking to ration shops from morning!,தமிழக அரசு வெளியிட்ட மகிழ்ச்சி அறிவிப்பு.. காலையில் இருந்து ரேஷன் கடைகளில் குவியும் மக்கள்!
1585,"Then Edappadi, now Stalin! Sir please pass 12th.. Students who requested to the principal",அந்த குழந்தைகளுக்கு என்ன தெரியும்.. டிவி சேனல் உடனே மன்னிப்பு கேட்க வேண்டும்.. கொந்தளிக்கும் பாஜக!
1586,"No. 1.. Tamil Nadu is the ""EV"" capital.. Elon Musk called with data ""Gold""!",சென்னை வானிலை ஆய்வு மைய இயக்குநர் புவியரசன் திடீர் மாற்றம்! செந்தாமரை கண்ணன் நியமனம்.. பரபர பின்னணி 
1587,"''No Means No..''Wife cannot be forced by husband to have ""relationship"".. Trending #MaritalRape","நம்பர் 1.. தமிழ்நாடுதான் ""EV"" கேப்பிட்டல்.. எலான் மஸ்க்கிற்கு டேட்டாவோடு அழைப்பு விடுத்த ""தங்கம்""! "
1588,What do those children know.. The TV channel should apologize immediately.. BJP is in turmoil!," ''நோ மீன்ஸ் நோ..'' மனைவியை கணவர் ""உறவுக்கு"" கட்டாயப்படுத்த முடியாது.. டிரெண்ட்டாகும் #MaritialRape "
1589,Will schools open in Tamil Nadu after 31st?.. Important announcement by Minister Anbil Mahesh,சென்னைக்கு முக்கிய அலர்ட்.. 'இவர்களால் கொரோனா பரவல் அதிகமாகலாம்'.. அமைச்சர் மா.சு பேட்டி 
